,hmdxx_min,hmdxx_max,hmdxx_median-1,hmdxx_max_hour,temp_min,temp_max,dew_point_temp_max,sun_rise,sun_set,visibility_mean,day_of_week,week_of_year,day_type,daily_peak
1995-09-14,9.050838935390132,23.878360980915183,27.265907483395086,0.0,9.0,19.4,15.8,7.0,20.0,27.724999999999994,3.0,37.0,0,16669.0
1995-09-15,2.682012463898184,13.04738925291296,17.253215362261127,15.0,4.0,14.6,6.0,7.0,20.0,33.23333333333333,4.0,37.0,0,16261.0
1995-09-18,1.9188973964113292,16.057140371635438,18.255825548278686,16.0,3.4,17.0,5.9,7.0,20.0,30.266666666666666,0.0,38.0,0,16231.0
1995-09-19,3.2632005663570505,16.423057608132986,9.767018470408036,16.0,4.6,17.0,8.8,7.0,20.0,26.716666666666665,1.0,38.0,0,16300.0
1995-09-20,11.408744854074659,16.45991568707659,13.822553161046754,15.0,10.8,14.5,12.8,8.0,20.0,13.158333333333333,2.0,38.0,0,16618.0
1995-09-21,13.702906242482705,20.40338876273794,15.309915687076593,15.0,11.8,18.5,12.2,8.0,20.0,24.412499999999994,3.0,38.0,0,16536.0
1995-09-22,4.29092523906591,14.656384833553295,16.131337259623486,0.0,6.2,13.8,11.8,8.0,20.0,25.254166666666666,4.0,38.0,0,16617.0
1995-09-25,4.852024476917885,17.473912142784922,9.773629484783354,13.0,6.0,16.6,10.0,8.0,20.0,23.14583333333333,0.0,39.0,0,16538.0
1995-09-26,4.124778532824768,18.964688358177355,12.695472459768247,13.0,5.1,18.0,12.3,8.0,20.0,16.79166666666667,1.0,39.0,0,16404.0
1995-09-27,9.250838935390133,23.850956971299283,14.043110701600249,14.0,9.2,23.0,10.1,8.0,20.0,24.149999999999995,2.0,39.0,0,16385.0
1995-09-28,5.0820124638981845,14.78591168208278,14.306832541308024,14.0,6.4,15.1,7.4,8.0,20.0,26.125,3.0,39.0,0,16365.0
1995-09-29,3.4926195938883597,22.35311469660375,9.083969068992262,15.0,4.9,20.6,11.6,8.0,20.0,23.875,4.0,39.0,0,16344.0
1995-10-02,8.548995984268242,22.347222470944782,22.363702432628198,14.0,8.8,22.1,12.4,8.0,19.0,29.85,0.0,40.0,0,16526.0
1995-10-03,8.075850262069856,16.954082892645626,16.999707950997383,17.0,8.4,15.0,11.6,8.0,19.0,22.004166666666666,1.0,40.0,0,16629.0
1995-10-04,10.27428505639591,17.456384833553294,11.264674400581677,13.0,9.7,15.3,12.0,8.0,19.0,12.6625,2.0,40.0,0,16333.0
1995-10-05,12.87391214278492,15.205081051131213,14.668344241798465,7.0,11.6,13.5,11.7,8.0,19.0,12.735416666666666,3.0,40.0,0,16960.0
1995-10-06,13.453114696603752,18.402954785535666,13.94474953704258,23.0,11.6,15.2,14.4,8.0,19.0,8.316666666666666,4.0,40.0,1,16762.0
1996-05-21,16.332355823177437,23.256910119164672,27.56058700162643,14.0,13.7,22.1,14.2,6.0,21.0,30.52916666666667,1.0,21.0,2,16794.0
1996-05-22,13.143930499423947,21.724717186227924,18.503024695131874,16.0,12.2,21.1,10.5,6.0,21.0,31.820833333333336,2.0,21.0,0,16633.0
1996-05-23,9.012284971568919,18.701129431172625,15.95717462917858,11.0,9.0,18.0,11.7,6.0,21.0,18.977083333333336,3.0,21.0,0,16357.0
1996-05-24,5.12115389811288,14.234511612291227,13.728308970648536,17.0,7.5,15.9,8.8,6.0,21.0,33.13333333333334,4.0,21.0,0,16408.0
1996-05-27,2.890587855287305,16.586008570220827,10.847318523418805,13.0,4.5,18.7,2.7,6.0,21.0,32.800000000000004,0.0,22.0,0,16319.0
1996-05-28,7.722480436741941,19.712309260415573,12.570446246452825,12.0,8.6,20.4,7.4,6.0,21.0,26.762500000000006,1.0,22.0,0,16352.0
1996-05-29,4.208500046674256,14.876064457724516,14.238789681044462,15.0,7.1,16.4,6.0,6.0,21.0,34.800000000000004,2.0,22.0,0,16169.0
1996-05-30,4.251739074766128,17.32477853282477,9.793490631976328,12.0,6.0,19.4,5.5,6.0,21.0,33.13333333333334,3.0,22.0,0,16320.0
1996-05-31,4.247389252912959,19.5386935034019,11.903742714651644,15.0,5.5,21.5,5.0,6.0,21.0,30.079166666666666,4.0,22.0,0,16443.0
1996-06-03,16.963723173173268,25.375880811082467,21.815152004001508,13.0,14.0,20.5,16.4,6.0,21.0,8.679166666666669,0.0,23.0,0,17061.0
1996-06-04,15.41754443941183,23.7845718483777,21.544418187931413,15.0,13.0,20.0,15.7,6.0,21.0,9.316666666666668,1.0,23.0,0,16748.0
1996-06-05,14.217770214770413,20.51282307039232,18.505296749177962,18.0,13.2,19.0,12.0,6.0,21.0,20.231250000000006,2.0,23.0,0,16546.0
1996-06-06,12.606291193030364,20.70799584235248,16.185445045578707,12.0,11.6,18.5,13.7,6.0,21.0,16.629166666666674,3.0,23.0,0,16444.0
1996-06-07,18.323678357637156,25.379680109058228,16.522589446784878,15.0,14.6,19.3,18.1,6.0,21.0,3.829166666666666,4.0,23.0,0,16996.0
1996-06-10,21.108666269552838,32.98231952402122,19.840585054305567,15.0,16.3,25.9,19.7,6.0,21.0,11.970833333333335,0.0,24.0,0,18046.0
1996-06-11,21.875396489586333,31.127768671591326,25.98228629589487,15.0,17.2,26.2,18.3,6.0,21.0,15.179166666666667,1.0,24.0,0,18576.0
1996-06-12,20.278360980915192,28.32776867159132,25.98456123174709,15.0,15.8,22.9,17.9,6.0,22.0,8.254166666666668,2.0,24.0,0,18008.0
1996-06-13,21.04365950157948,28.879680109058228,22.67787367695,11.0,16.5,22.8,19.0,6.0,22.0,8.674999999999999,3.0,24.0,0,17981.0
1996-06-14,20.891399544532145,33.104533621061826,25.60947363905493,16.0,17.7,26.8,19.5,6.0,22.0,16.820833333333336,4.0,24.0,0,18706.0
1996-06-17,18.36372317317327,26.69442934458952,21.813974540653316,14.0,15.4,23.3,17.3,6.0,22.0,14.33333333333333,0.0,25.0,0,17898.0
1996-06-18,19.820922129733532,23.357386329653572,24.13760107602893,0.0,15.6,18.7,17.4,6.0,22.0,7.904166666666666,1.0,25.0,0,17259.0
1996-06-19,21.075396489586332,30.02436403759608,21.126149444389394,16.0,16.4,22.7,19.9,6.0,22.0,5.1625000000000005,2.0,25.0,0,17885.0
1996-06-20,21.275880811082466,31.22089230385636,24.29526913848791,17.0,16.4,23.4,20.3,6.0,22.0,9.687499999999998,3.0,25.0,0,17897.0
1996-06-21,17.670715866337364,29.00763871282025,23.743203837297575,17.0,15.1,26.1,16.9,6.0,22.0,26.600000000000005,4.0,25.0,0,18193.0
1996-06-24,17.420139763554996,23.343659501579474,19.78789845873429,18.0,14.4,18.8,16.3,6.0,22.0,15.233333333333333,0.0,26.0,0,17451.0
1996-06-25,15.261896087269662,24.803388762737946,20.66331657158641,14.0,13.6,22.8,13.9,6.0,22.0,28.937500000000004,1.0,26.0,0,17260.0
1996-06-26,11.291007301452202,27.34582223160261,19.44692657546082,17.0,10.8,23.9,14.8,6.0,22.0,25.33750000000001,2.0,26.0,0,17391.0
1996-06-27,14.85691011916467,32.04864906583342,20.335445045578698,15.0,13.2,27.1,17.0,6.0,22.0,24.28750000000001,3.0,26.0,0,18139.0
1996-06-28,20.407431334149823,25.70508105113121,24.345900433595837,14.0,16.5,23.6,15.4,6.0,22.0,20.43333333333334,4.0,26.0,1,17852.0
1996-07-02,16.659915687076595,28.12450090064527,25.19333880796014,12.0,14.4,24.8,15.5,6.0,22.0,26.035416666666666,1.0,27.0,2,18080.0
1996-07-03,16.224204284415727,19.559915687076593,20.673061101573587,13.0,13.7,17.3,15.0,6.0,22.0,26.154166666666665,2.0,27.0,0,16275.0
1996-07-04,15.916308100737051,23.830320445040837,18.10899826907769,13.0,14.6,23.0,11.6,6.0,22.0,31.20416666666667,3.0,27.0,0,16534.0
1996-07-05,12.691007301452197,28.652997073106736,19.13342715600423,15.0,12.2,27.0,11.7,6.0,22.0,34.53750000000001,4.0,27.0,0,16804.0
1996-07-08,15.256910119164669,27.776890203170524,25.496890874673554,16.0,13.6,24.7,15.3,6.0,22.0,29.391666666666666,0.0,28.0,0,17865.0
1996-07-09,13.917770214770412,22.24136103208639,20.575960547781747,15.0,13.0,19.5,14.4,6.0,22.0,31.670833333333334,1.0,28.0,0,16419.0
1996-07-10,10.474285056395908,22.278396781806563,18.990442867099286,17.0,9.9,21.0,10.9,6.0,22.0,35.13333333333334,2.0,28.0,0,16059.0
1996-07-11,12.189632072129235,28.583637057333757,16.071883371779233,14.0,12.1,25.4,14.2,6.0,21.0,32.16666666666667,3.0,28.0,0,16982.0
1996-07-12,14.852997073106739,28.675396489586333,22.233606694845324,14.0,12.9,24.1,16.1,6.0,21.0,17.154166666666665,4.0,28.0,0,17265.0
1996-07-15,24.33189927397198,29.369750366134628,28.427244250577733,16.0,18.4,23.9,18.7,6.0,21.0,15.937500000000005,0.0,29.0,0,17704.0
1996-07-16,21.494429344589516,31.75863900300384,25.593730815896283,12.0,17.2,26.5,17.9,6.0,21.0,25.18333333333333,1.0,29.0,0,18762.0
1996-07-17,21.031733044030982,32.969750366134626,27.559440441114315,11.0,17.0,28.9,18.0,6.0,21.0,28.72083333333333,2.0,29.0,0,19490.0
1996-07-18,22.41343988627649,32.14322708361796,27.61308119431025,10.0,17.9,25.5,20.5,6.0,21.0,15.004166666666668,3.0,29.0,0,19078.0
1996-07-19,15.617770214770413,31.147628531222193,29.85965477011934,0.0,14.7,22.9,21.5,6.0,21.0,20.554166666666667,4.0,29.0,0,18456.0
1996-07-22,12.641106334984864,28.486588049220227,20.923698764007607,14.0,11.5,25.8,14.0,6.0,21.0,32.833333333333336,0.0,30.0,0,18020.0
1996-07-23,20.733976218741454,30.85749175097398,23.347546241960696,14.0,17.4,26.9,17.5,6.0,21.0,22.78750000000001,1.0,30.0,0,18239.0
1996-07-24,19.191399544532143,32.617828537736685,24.90461404113441,15.0,16.0,27.4,18.5,6.0,21.0,22.34166666666667,2.0,30.0,0,18293.0
1996-07-25,22.81147897888459,31.27539648958634,26.10670493385705,16.0,17.8,26.6,18.0,6.0,21.0,21.175000000000008,3.0,30.0,0,18301.0
1996-07-26,16.91754443941183,24.94136103208639,26.495336247934084,15.0,14.5,22.2,14.6,6.0,21.0,32.458333333333336,4.0,30.0,0,17166.0
1996-07-29,13.68659283160245,28.34889431072144,19.403215362261122,16.0,12.5,24.0,17.8,7.0,21.0,23.816666666666666,0.0,31.0,0,17437.0
1996-07-30,22.287406956772227,30.017828537736694,24.22221752544173,12.0,17.0,25.0,18.5,7.0,21.0,11.183333333333332,1.0,31.0,0,17639.0
1996-07-31,21.063139940404,29.75863900300384,25.229155332099747,13.0,17.2,24.0,18.3,7.0,21.0,14.72916666666667,2.0,31.0,0,17573.0
1996-08-01,19.12450090064527,25.663139940404,23.563162338956502,18.0,15.7,22.9,16.0,7.0,21.0,33.491666666666674,3.0,31.0,0,17243.0
1996-08-02,16.596459342807368,27.2845718483777,22.38341455717329,15.0,13.8,23.5,17.4,7.0,21.0,25.24583333333334,4.0,31.0,1,17467.0
1996-08-06,23.913368333110018,37.78645949872926,29.24958212364278,13.0,18.2,29.6,21.3,7.0,21.0,6.979166666666668,1.0,32.0,2,21053.0
1996-08-07,30.075499122629143,39.73768260446509,32.046987479224036,18.0,22.0,30.6,22.8,7.0,21.0,5.133333333333334,2.0,32.0,0,21378.0
1996-08-08,23.375396489586333,37.17549864475791,35.267044014975724,12.0,18.7,27.2,23.5,7.0,21.0,16.249999999999996,3.0,32.0,0,20474.0
1996-08-09,18.05188467078159,27.607638712820247,31.31727336548635,14.0,15.2,24.7,14.9,7.0,21.0,33.71666666666668,4.0,32.0,0,18513.0
1996-08-12,18.14916192237597,27.5093373633726,21.93751830093295,17.0,14.9,23.5,17.6,7.0,21.0,17.70833333333334,0.0,33.0,0,17925.0
1996-08-13,18.003620868190342,32.35420486790208,24.748401470408,12.0,16.2,27.2,19.1,7.0,21.0,14.929166666666667,1.0,33.0,0,18903.0
1996-08-14,16.205520129405485,28.513439886276487,24.448869312728075,17.0,13.8,24.5,18.0,7.0,21.0,21.53333333333333,2.0,33.0,0,18792.0
1996-08-15,23.27539648958634,34.10254445354482,26.01667380829558,11.0,18.6,27.3,20.2,7.0,21.0,13.220833333333335,3.0,33.0,0,19200.0
1996-08-16,20.89442934458951,26.84889431072144,28.626912361378736,14.0,16.8,22.5,16.1,7.0,21.0,30.775,4.0,33.0,0,17857.0
1996-08-19,17.956384833553297,30.798556006321693,26.155433210955987,11.0,15.4,27.0,18.0,7.0,21.0,22.05833333333334,0.0,34.0,0,19446.0
1996-08-20,25.869750366134628,37.07549912262914,27.27105434254745,16.0,20.1,29.0,21.7,7.0,21.0,11.520833333333336,1.0,34.0,0,19785.0
1996-08-21,22.04348439264229,31.90557894499984,30.55778814395585,10.0,17.1,28.0,18.9,7.0,21.0,23.74583333333333,2.0,34.0,0,19952.0
1996-08-22,18.483637057333752,37.19015420813895,28.392577500622448,16.0,15.0,29.2,20.9,7.0,21.0,17.775000000000006,3.0,34.0,0,20490.0
1996-08-23,20.841361032086393,31.42089230385636,29.096274573250998,11.0,17.7,26.0,21.1,7.0,21.0,20.670833333333327,4.0,34.0,0,19420.0
1996-08-26,19.745822231602613,32.34889431072144,25.786420140006555,13.0,15.9,28.0,19.7,7.0,21.0,18.241666666666667,0.0,35.0,0,19291.0
1996-08-27,19.96940099074554,26.513439886276487,26.52199457604065,16.0,15.9,22.1,17.2,7.0,21.0,19.425000000000004,1.0,35.0,0,18128.0
1996-08-28,18.64916192237597,28.34183881172893,23.877631516201934,14.0,15.4,23.6,16.2,7.0,21.0,24.7625,2.0,35.0,0,18395.0
1996-08-29,14.902906242482706,28.5093373633726,23.05743638096726,17.0,13.0,24.6,16.0,7.0,20.0,25.73333333333333,3.0,35.0,0,18153.0
1996-08-30,14.902906242482706,26.984571848377694,23.423145596958037,15.0,13.0,23.9,15.5,7.0,20.0,30.816666666666674,4.0,35.0,1,17631.0
1996-09-03,18.983637057333752,31.543121089697085,29.128890262195387,14.0,15.5,28.0,17.7,7.0,20.0,16.166666666666668,1.0,36.0,2,19934.0
1996-09-04,19.402954785535666,32.604533621061826,27.32846213945939,12.0,15.8,26.3,18.4,7.0,20.0,12.3625,2.0,36.0,0,19705.0
1996-09-05,18.533976218741454,31.348649065833424,25.576058353955816,11.0,15.4,26.8,17.6,7.0,20.0,8.962500000000004,3.0,36.0,0,19729.0
1996-09-06,22.175396489586333,33.84322708361796,28.30596216971585,12.0,17.5,26.8,20.3,7.0,20.0,10.312500000000004,4.0,36.0,0,19846.0
1996-09-09,17.433976218741456,26.10866626955284,25.258281144435983,11.0,14.3,21.3,18.6,7.0,20.0,16.033333333333335,0.0,37.0,0,18046.0
1996-09-10,20.22367835763716,29.011478978884586,24.80023890736638,16.0,16.5,24.0,17.2,7.0,20.0,16.358333333333334,1.0,37.0,0,18334.0
1996-09-11,15.87801134636744,31.970534579797178,22.76425780432548,16.0,13.3,24.4,20.0,7.0,20.0,12.487500000000002,2.0,37.0,0,18466.0
1996-09-12,14.465369961751914,27.785796047879618,24.74889431072144,17.0,13.0,22.2,18.0,7.0,20.0,18.166666666666668,3.0,37.0,0,17609.0
1996-09-13,12.91282307039232,16.94136103208639,21.70885981140569,14.0,11.4,14.5,13.2,7.0,20.0,13.879166666666665,4.0,37.0,0,17156.0
1996-09-16,15.459915687076592,20.576890203170525,17.37417200679448,12.0,13.2,17.8,13.5,7.0,20.0,24.316666666666666,0.0,38.0,0,16913.0
1996-09-17,14.60859162660134,21.07801134636744,17.925638203698792,14.0,13.0,18.5,12.8,7.0,20.0,25.89583333333333,1.0,38.0,0,16644.0
1996-09-18,13.932518581737327,23.85299707310674,17.645078665386578,13.0,13.2,21.9,12.4,7.0,20.0,33.86666666666667,2.0,38.0,0,16792.0
1996-09-19,9.857763782095152,21.78591168208278,16.730995585147944,15.0,10.5,22.0,8.1,8.0,20.0,33.53333333333334,3.0,38.0,0,16751.0
1996-09-20,7.785911682082782,24.543930499423947,13.108468530552054,16.0,8.0,24.0,12.5,8.0,20.0,29.566666666666666,4.0,38.0,0,16726.0
1996-09-23,5.597359345033604,16.21228497156892,19.324089629141213,14.0,6.7,16.7,7.2,8.0,20.0,33.15833333333334,0.0,39.0,0,16499.0
1996-09-24,5.4606655598100895,13.560563118978093,10.946762613657077,17.0,6.5,12.0,10.8,8.0,20.0,17.704166666666673,1.0,39.0,0,16927.0
1996-09-25,9.827486836704221,15.2396177465731,10.702913293346805,15.0,9.5,15.6,9.8,8.0,20.0,29.85416666666667,2.0,39.0,0,16578.0
1996-09-26,6.161809321858605,18.032355823177443,11.345869549908313,13.0,6.7,16.8,12.0,8.0,20.0,28.40833333333333,3.0,39.0,0,16609.0
1996-09-27,16.678011346367438,25.157386329653573,16.39712595522355,19.0,14.1,19.8,17.5,8.0,20.0,10.220833333333337,4.0,39.0,0,17196.0
1996-09-30,2.7632005663570505,15.032355823177438,11.904169471428425,21.0,4.2,14.8,10.3,8.0,20.0,28.34583333333333,0.0,40.0,0,16849.0
1996-10-01,12.565369961751914,26.376890203170525,12.088150710738628,13.0,11.1,23.3,14.9,8.0,19.0,18.879166666666674,1.0,40.0,0,16879.0
1996-10-02,6.242564895948401,25.96940099074554,20.350695551907894,14.0,7.5,22.3,16.7,8.0,19.0,18.841666666666672,2.0,40.0,0,17099.0
1996-10-03,0.3128306697809439,5.4520244769178845,21.53366268705641,0.0,2.3,8.2,3.0,8.0,19.0,32.6,3.0,40.0,0,17071.0
1996-10-04,-2.00849531098658,7.8067428693450225,2.872961656701108,14.0,0.3,9.5,1.8,8.0,19.0,32.6,4.0,40.0,1,17015.0
1997-05-20,3.6245020114946622,10.536242795654148,8.217226794057003,16.0,5.4,12.6,2.5,6.0,21.0,34.612500000000004,1.0,21.0,2,16748.0
1997-05-21,2.112830669780944,10.61889739641133,6.124058887782081,17.0,4.1,12.2,3.3,6.0,21.0,33.058333333333344,2.0,21.0,0,16735.0
1997-05-22,2.7128306697809443,12.406742869345024,7.370002533600153,15.0,4.7,14.1,2.4,6.0,21.0,33.97916666666667,3.0,21.0,0,16491.0
1997-05-23,1.5632535924423556,16.955658281918097,7.648665362316164,15.0,3.8,17.8,4.9,6.0,21.0,34.50000000000001,4.0,21.0,0,16326.0
1997-05-26,2.198010153317464,15.543838189935427,11.85439833434357,15.0,4.6,17.5,4.4,6.0,21.0,34.50000000000001,0.0,22.0,0,16413.0
1997-05-27,3.6245020114946622,14.963200566357047,10.34272204631743,15.0,5.4,16.4,3.6,6.0,21.0,32.75833333333334,1.0,22.0,0,16138.0
1997-05-28,3.870552560353663,18.4172960759335,11.010257383811583,16.0,5.7,20.3,4.0,6.0,21.0,29.60833333333333,2.0,22.0,0,16277.0
1997-05-29,10.303893155184916,15.175850262069854,13.858128370722465,11.0,11.4,15.5,8.8,6.0,21.0,22.420833333333334,3.0,22.0,0,16493.0
1997-05-30,11.817770214770412,20.60799584235248,12.609748937133322,11.0,10.9,18.7,13.8,6.0,21.0,12.370833333333335,4.0,22.0,0,16622.0
1997-06-02,15.730320445040837,19.90799584235248,18.456538446741842,11.0,14.4,17.9,12.2,6.0,21.0,23.600000000000005,0.0,23.0,0,16661.0
1997-06-03,9.467941076835864,21.630320445040837,18.400511011030726,12.0,9.3,20.8,10.2,6.0,21.0,29.95833333333334,1.0,23.0,0,16201.0
1997-06-04,6.697359345033604,24.567827222349766,15.996442012316407,15.0,7.8,25.0,7.8,6.0,21.0,30.01666666666668,2.0,23.0,0,16623.0
1997-06-05,10.260435022533203,25.608744854074654,19.184264957568697,14.0,10.4,25.3,9.0,6.0,21.0,26.870833333333334,3.0,23.0,0,16829.0
1997-06-06,14.46799096760389,25.37071586633736,18.959874849453282,11.0,14.1,24.4,12.4,6.0,21.0,26.941666666666666,4.0,23.0,0,17094.0
1997-06-09,14.305520129405485,29.718202280750877,20.97976169180092,15.0,12.6,28.3,14.1,6.0,21.0,31.15000000000001,0.0,24.0,0,18204.0
1997-06-10,17.624717186227922,30.832355823177444,24.92325186814841,14.0,16.3,29.6,11.9,6.0,21.0,30.995833333333334,1.0,24.0,0,18592.0
1997-06-11,17.291007301452204,32.054082892645624,24.4057930847329,16.0,16.8,30.0,12.9,6.0,21.0,29.945833333333336,2.0,24.0,0,19067.0
1997-06-12,20.88658804922023,30.16940099074554,27.06022534094727,13.0,18.2,26.4,15.3,6.0,22.0,16.55,3.0,24.0,0,18266.0
1997-06-13,16.150956971299276,29.987406956772226,24.50540401523692,11.0,15.1,25.3,17.2,6.0,22.0,16.237499999999994,4.0,24.0,0,18038.0
1997-06-16,12.735889386175373,29.29139954453214,17.332440144694708,13.0,12.8,26.1,18.0,6.0,22.0,15.15833333333333,0.0,25.0,0,17688.0
1997-06-17,18.207638712820252,25.06940099074555,24.070568502350675,15.0,15.3,21.2,17.4,6.0,22.0,21.8375,1.0,25.0,0,17505.0
1997-06-18,15.852997073106739,25.575880811082467,22.61425780432548,16.0,13.9,20.7,17.6,6.0,22.0,9.2,2.0,25.0,0,17192.0
1997-06-19,15.770715866337365,26.35749175097398,21.432290815656504,13.0,13.3,22.9,15.3,6.0,22.0,21.29166666666667,3.0,25.0,0,17695.0
1997-06-20,19.724204284415727,28.5232188947262,21.98014944095131,19.0,17.2,21.6,19.2,6.0,22.0,8.037500000000003,4.0,25.0,0,17731.0
1997-06-23,17.202906242482708,31.0845718483777,26.81938499135189,13.0,15.3,27.3,15.6,6.0,22.0,33.27916666666668,0.0,26.0,0,19817.0
1997-06-24,22.77539648958634,38.070775268690944,25.375141343968128,15.0,18.1,27.6,23.7,6.0,22.0,11.5375,1.0,26.0,0,20376.0
1997-06-25,22.34348439264229,38.709456845280975,27.797222799372907,12.0,17.4,31.0,21.9,6.0,22.0,17.4875,2.0,26.0,0,21245.0
1997-06-26,18.86189608726966,30.476890203170523,34.113985197146405,14.0,17.9,27.4,18.9,6.0,22.0,32.94166666666668,3.0,26.0,0,19980.0
1997-06-27,14.518202280750874,31.078360980915193,26.150394336275536,18.0,13.1,27.0,15.8,6.0,22.0,33.94583333333334,4.0,26.0,0,19067.0
1997-06-30,25.61147897888459,36.38231952402123,28.726075331097565,17.0,20.5,29.3,20.4,6.0,22.0,14.700000000000005,0.0,27.0,1,19245.0
1997-07-02,25.47968010905823,36.134417715993315,29.0061205685213,15.0,19.4,28.0,20.9,6.0,22.0,7.975000000000001,2.0,27.0,2,20487.0
1997-07-03,19.649161922375963,28.50866626955284,31.225738662474875,0.0,16.4,24.3,18.4,6.0,22.0,25.191666666666666,3.0,27.0,0,18369.0
1997-07-04,13.067941076835867,19.120139763555,25.566445153269314,0.0,12.9,16.6,13.7,6.0,22.0,33.27916666666668,4.0,27.0,0,16475.0
1997-07-07,12.760435022533205,21.557763782095154,23.12014643453811,14.0,12.9,22.2,14.9,6.0,22.0,33.679166666666674,0.0,28.0,0,16822.0
1997-07-08,10.012284971568919,19.217770214770415,18.13080810988839,13.0,10.0,18.4,12.3,6.0,22.0,25.324999999999992,1.0,28.0,0,16514.0
1997-07-09,14.907995842352474,23.60799584235248,15.359555777548952,17.0,12.7,21.4,12.8,6.0,22.0,27.3125,2.0,28.0,0,16279.0
1997-07-10,12.930320445040836,27.703620868190335,17.454423196920548,16.0,12.1,25.9,12.0,6.0,22.0,35.13333333333334,3.0,28.0,0,17258.0
1997-07-11,16.712823070392318,29.15691011916467,22.95530059026835,16.0,15.2,27.5,14.8,6.0,22.0,35.13333333333334,4.0,28.0,0,17785.0
1997-07-14,26.241838811728925,42.409456845280985,31.003359088806576,15.0,21.5,33.9,22.3,6.0,21.0,14.22083333333334,0.0,29.0,0,21613.0
1997-07-15,28.20254445354482,38.886459498729245,32.8165404522855,12.0,21.2,30.2,22.7,6.0,21.0,23.741666666666664,1.0,29.0,0,21030.0
1997-07-16,23.648649065833425,36.284722355441325,31.914851995265607,15.0,18.5,32.0,19.6,6.0,21.0,30.675000000000008,2.0,29.0,0,21114.0
1997-07-17,25.879680109058228,38.04434063811427,32.46389946599783,14.0,19.8,31.7,21.1,6.0,21.0,24.195833333333336,3.0,29.0,0,21261.0
1997-07-18,21.251884670781592,33.01343988627649,33.68391618356863,15.0,18.4,28.6,19.4,6.0,21.0,34.4125,4.0,29.0,0,19922.0
1997-07-21,18.965710839558557,23.39442934458951,20.820487471908105,14.0,15.6,19.7,15.2,6.0,21.0,19.095833333333346,0.0,30.0,0,17328.0
1997-07-22,15.886588049220226,25.630320445040837,21.648210701104173,15.0,13.2,24.8,14.6,6.0,21.0,24.32083333333333,1.0,30.0,0,17646.0
1997-07-23,12.543930499423947,27.517544439411825,22.337707243784266,15.0,11.8,25.1,15.5,6.0,21.0,31.46666666666667,2.0,30.0,0,17786.0
1997-07-24,22.269400990745538,26.157491750973982,24.50936577189989,16.0,18.3,22.0,16.3,6.0,21.0,22.56666666666668,3.0,30.0,0,17649.0
1997-07-25,21.649161922375963,30.011478978884586,24.06686688537683,16.0,18.4,26.6,16.7,6.0,21.0,21.76666666666668,4.0,30.0,0,18512.0
1997-07-28,21.107638712820247,32.92776867159132,30.169761527993703,12.0,18.2,28.8,19.4,7.0,21.0,27.891666666666666,0.0,31.0,0,19854.0
1997-07-29,14.68659283160245,23.887231117169232,27.76439891986302,12.0,13.5,24.7,11.1,7.0,21.0,34.50000000000001,1.0,31.0,0,17898.0
1997-07-30,12.96189608726966,29.35311469660375,19.830022770668553,16.0,12.0,27.5,13.2,7.0,21.0,33.800000000000004,2.0,31.0,0,18634.0
1997-07-31,18.102906242482707,31.008591626601337,24.824499872453323,16.0,16.2,29.4,12.3,7.0,21.0,32.13333333333334,3.0,31.0,0,19432.0
1997-08-01,19.40338876273794,28.54916192237597,25.41248452739902,16.0,17.4,25.4,13.8,7.0,21.0,25.512500000000006,4.0,31.0,1,18420.0
1997-08-05,13.56799096760389,22.927486836704222,20.44968279264504,14.0,13.2,22.6,11.6,7.0,21.0,31.795833333333334,1.0,32.0,2,17479.0
